id,name
1,Abel
2,Phoebus Abel
3,Hasgard
4,Aegaeon
5,Aegir
6,Aeson
7,Aghora
8,Agrios
9,Aiacos
10,Aiolia
11,Aiolos
12,Cardinale
13,Alberich
14,Alberich XIII
15,Aldebaran
16,Allegre
17,Algethi
18,Algol
19,Alice
20,Alicia Mii Benethol
21,Almaaz
22,Alone
23,Amor
24,Andreas Lise
25,Anemos
26,Anubis
27,Aphrodite
28,Apollo
29,Apophis
30,Apsu
31,Arachne
32,Alcon Huye
33,Ares
34,Argo
35,Aria
36,Bellatrix
37,Arne
38,Artemis
39,Ashtaroth
40,Shijima
41,Cain
42,Asterion
43,Utgardar
44,Atavaka
45,Ate
46,Algea
47,Atlas
48,Heracles / Hercules
49,Avenir
50,Babel
51,Dionysus
52,Baian
53,Balazo
54,Baldr
55,Ban
56,Bartsch
57,Bayer
58,Beelzebub
59,Eneas
60,Yur
61,Berengue
62,Ethlinn
63,Bleriot
64,Sui
65,Ursula Walden
66,Bronte
67,Bud
68,Byaku
69,Nova
70,Callisto
71,Camus
72,Capella
73,Carbella
74,Karina
75,Carnelian
76,Cassios
77,Celeris
78,Chalcedony
79,Charon
80,Cheshire
81,Chimera
82,Chris Walden
83,Christ
84,Musashi
85,Coeus
86,Arago
87,Crius
88,Cruaich
89,Daedalus
90,Cube
91,Curly
92,Curtis
93,Cyllene
94,Daichi
95,Dali
96,Dante
97,Deathmask
98,Deathtoll
99,Sienna Kido
100,Mystoria
101,Deimos
102,Naya
103,Dio
104,Dione
105,Docrates
106,Dohko
107,Don Avido
108,Dorer
109,Douglas
110,Dragon
111,Drakon
112,Drbal
113,Dysnomia
114,Earheart
115,Echidna
116,Eden
117,Edward
118,Eiri Aizawa
119,Izo
120,Elda
121,Eligor
122,Emma
123,Emony
124,Enceladus
125,Ennead
126,Elna
127,Escarlate
128,Europa
129,Anubis
130,Fafner
131,Feiyan
132,Felser
133,Fenrir
134,Flint
135,Fly
136,Folken
137,Frodi
138,Francisca
139,Alexei
140,Toma
141,Fudou
142,Fukuryu 
143,Fyodor
144,Gaia
145,Galarian Steiner
146,Gallia
147,Mars
148,Garcia
149,Garnet
150,Gateguard
151,Geist
152,Geki
153,Genbu
154,Georg
155,Diana
156,Gerald
157,Gestalt
158,Gigant
159,Gigas
160,Jid
161,Gordon
162,Gray
163,Tezcatlipoca
164,Gregor
165,Greip
166,Guilty / Jorge
167,Guney
168,Hades
169,Hagen
170,Hakurei
171,Halimede
172,Harbinger
173,Haruto
174,Ox
175,Hati
176,Hecate
177,Hecatonchires
178,Ryo
179,Hema
180,Heracles
181,Hilda
182,Hooke
183,Hoplisma
184,Hui
185,Hyoga
186,Hyperion
187,Hyperion
188,Hypnos
189,Hysmie
190,Iapetos
191,Icelus
192,Ichi
193,Ikki
194,Ilias
195,Io
196,Ionia
197,Isaak
198,Isolde
199,Itia
200,Ivan
201,Zack
202,Jabu
203,Jager
204,Claw
205,Jamian
206,Jan
207,Jango / Vander Graad
208,Jao
209,Jericho
210,Chronos
211,Johan
212,Juan
213,Judo
214,Julian Solo
215,June
216,Junkers
217,Kagaho
218,Kageboshi
219,Kairos
220,Kaiser
221,Kanon
222,Eastre
223,Centaurus
224,Kasa
225,Katya
226,Kazuma
227,Kenuma
228,Ker
229,Kelly
230,Kiki
231,Kitalpha
232,Kokalo
233,Komachi
234,Kouga
235,Krest
236,Krishna
237,Kydoimos
238,Kyoko Tokumaru
239,Lacaille
240,Ladon
241,Laimi
242,Lamech
243,Lancelot
244,Pefko
245,Larry
246,Lascoumoune
247,Leda
248,Sisyphus
249,Chloto
250,Lemargos
251,Leybold
252,Liu-Xing
253,Rogge
254,Loki
255,Toqu
256,Luciano
257,Lucifer
258,Luco
259,Ludwig
260,Lugonis
261,Lune
262,Mania
263,Asmita
264,Martian Commander
265,Maria
266,Marin
267,Arles
268,Malkino
269,Maya
270,Mayura
271,Medea
272,Mei
273,Menkar
274,Methone
275,Michelangelo
276,Miguel
277,Miller
278,Mills
279,Milo
280,Mime
281,Bacchus
282,Minos
283,Fross
284,Mirai
285,Mirapolos
286,Mirfak
287,Misty
288,Kardia
289,Mitsumasa Kido / Brontes
290,Miyan
291,Mnemosyne
292,Moa
293,Moe
294,Morpheus
295,Moses
296,Mu
297,Mudan
298,Mycenae
299,Clint
300,Myu
301,Nachi
302,Nahualpilli
303,Nicole
304,Niobe
305,Noesis
306,Zeus
307,Asclepius
308,Eris
